As-Of-Date,Symbol,Name,% of Assets,Market Value
2021-02-28,HUN,HUNTSMAN CORP COMMON STOCK USD.01,0.0551936500,355418.7000000000
2021-02-28,HOG,HARLEY DAVIDSON INC COMMON STOCK USD.01,0.0550935100,354773.8200000000
2021-02-28,FR,FIRST INDUSTRIAL REALTY TR REIT USD.01,0.0550432700,354450.2900000000
2021-02-28,MAN,MANPOWERGROUP INC COMMON STOCK USD.01,0.0548646400,353300.0400000000
2021-02-28,DEI,DOUGLAS EMMETT INC REIT USD.01,0.0547436600,352521.0000000000
2021-02-28,KNX,KNIGHT SWIFT TRANSPORTATION COMMON STOCK USD.001,0.0545343000,351172.8000000000
2021-02-28,ACAD,ACADIA PHARMACEUTICALS INC COMMON STOCK USD.0001,0.0544796800,350821.0800000000
2021-02-28,UNM,UNUM GROUP COMMON STOCK USD.1,0.0540950700,348344.4000000000
2021-02-28,EVBG,EVERBRIDGE INC COMMON STOCK USD.001,0.0539917200,347678.8700000000
2021-02-28,IBKR,INTERACTIVE BROKERS GRO CL A COMMON STOCK USD.01,0.0534424800,344142.0600000000
2021-02-28,PEGA,PEGASYSTEMS INC COMMON STOCK USD.01,0.0524715200,337889.5500000000
2021-02-28,ATH,ATHENE HOLDING LTD CLASS A COMMON STOCK USD.001,0.0523902200,337366.0000000000
2021-02-28,IOVA,IOVANCE BIOTHERAPEUTICS INC COMMON STOCK USD.000041666,0.0519809000,334730.2000000000
2021-02-28,EXP,EAGLE MATERIALS INC COMMON STOCK USD.01,0.0519667700,334639.2200000000
2021-02-28,AYX,ALTERYX INC   CLASS A COMMON STOCK,0.0515301500,331827.6000000000
2021-02-28,CNXC,CONCENTRIX CORP COMMON STOCK,0.0514985800,331624.3500000000
2021-02-28,ARES,ARES MANAGEMENT CORP   A COMMON STOCK,0.0514352600,331216.5600000000
2021-02-28,UHAL,AMERCO COMMON STOCK USD.25,0.0514076400,331038.7200000000
2021-02-28,PK,PARK HOTELS + RESORTS INC REIT USD.01,0.0513226200,330491.2500000000
2021-02-28,TNL,TRAVEL   LEISURE CO COMMON STOCK USD.01,0.0512194600,329826.9400000000
2021-02-28,RPRX,ROYALTY PHARMA PLC  CL A COMMON STOCK,0.0510430700,328691.0600000000
2021-02-28,FOX,FOX CORP   CLASS B COMMON STOCK USD.01,0.0509433300,328048.8200000000
2021-02-28,SLG,SL GREEN REALTY CORP REIT USD.01,0.0509056600,327806.2200000000
2021-02-28,OZK,BANK OZK COMMON STOCK,0.0505561500,325555.5600000000
2021-02-28,,US DOLLAR,0.0504124200,324630.0000000000
2021-02-28,FL,FOOT LOCKER INC COMMON STOCK USD.01,0.0503043700,323934.2400000000
2021-02-28,SAIC,SCIENCE APPLICATIONS INTE COMMON STOCK USD.0001,0.0502643500,323676.5400000000
