As-Of-Date,Symbol,Name,% of Assets,Market Value
2021-02-28,MMSI,MERIT MEDICAL SYSTEMS INC COMMON STOCK,0.1082144400,6514503.8000000000
2021-02-28,EXPI,EXP WORLD HOLDINGS INC COMMON STOCK USD.00001,0.1076056400,6477854.1300000000
2021-02-28,RCM,R1 RCM INC COMMON STOCK USD.01,0.1075027000,6471657.2400000000
2021-02-28,CMC,COMMERCIAL METALS CO COMMON STOCK USD.01,0.1072126200,6454194.2000000000
2021-02-28,BXS,BANCORPSOUTH BANK COMMON STOCK,0.1066951100,6423040.4400000000
2021-02-28,REGI,RENEWABLE ENERGY GROUP INC COMMON STOCK USD.0001,0.1065630800,6415091.7600000000
2021-02-28,ONB,OLD NATIONAL BANCORP COMMON STOCK,0.1065394400,6413668.8000000000
2021-02-28,NWE,NORTHWESTERN CORP COMMON STOCK USD.01,0.1063909500,6404729.6000000000
2021-02-28,MATX,MATSON INC COMMON STOCK,0.1062674000,6397292.3100000000
2021-02-28,ONTO,ONTO INNOVATION INC COMMON STOCK,0.1061364400,6389408.1600000000
2021-02-28,MDC,MDC HOLDINGS INC COMMON STOCK USD.01,0.1060848100,6386300.4400000000
2021-02-28,PZZA,PAPA JOHN S INTL INC COMMON STOCK USD.01,0.1057276400,6364798.4900000000
2021-02-28,PEB,PEBBLEBROOK HOTEL TRUST REIT USD.01,0.1057071100,6363562.4800000000
2021-02-28,NHI,NATL HEALTH INVESTORS INC REIT USD.01,0.1053309500,6340917.6000000000
2021-02-28,LXP,LEXINGTON REALTY TRUST REIT USD.0001,0.1050886800,6326332.9600000000
2021-02-28,CAR,AVIS BUDGET GROUP INC COMMON STOCK USD.01,0.1048391800,6311313.2500000000
2021-02-28,MAXR,MAXAR TECHNOLOGIES INC COMMON STOCK,0.1048035100,6309166.0500000000
2021-02-28,EBC,EASTERN BANKSHARES INC COMMON STOCK USD.01,0.1047254700,6304468.0500000000
2021-02-28,TRUP,TRUPANION INC COMMON STOCK USD.00001,0.1044494500,6287851.8400000000
2021-02-28,PSB,PS BUSINESS PARKS INC/CA REIT USD.01,0.1043305700,6280695.0200000000
2021-02-28,TENB,TENABLE HOLDINGS INC COMMON STOCK USD.01,0.1041642900,6270684.8000000000
2021-02-28,NSIT,INSIGHT ENTERPRISES INC COMMON STOCK USD.01,0.1037724900,6247098.6500000000
2021-02-28,ABM,ABM INDUSTRIES INC COMMON STOCK USD.01,0.1036787100,6241453.1000000000
2021-02-28,APLS,APELLIS PHARMACEUTICALS INC COMMON STOCK USD.0001,0.1036752100,6241242.3900000000
2021-02-28,ITGR,INTEGER HOLDINGS CORP COMMON STOCK USD.001,0.1034504700,6227713.2300000000
2021-02-28,FUL,H.B. FULLER CO. COMMON STOCK USD1.0,0.1034389900,6227022.0600000000
2021-02-28,NGVT,INGEVITY CORP COMMON STOCK USD.01,0.1034156400,6225616.4400000000
2021-02-28,CTB,COOPER TIRE + RUBBER COMMON STOCK USD1.0,0.1034067100,6225078.9600000000
2021-02-28,HLNE,HAMILTON LANE INC CLASS A COMMON STOCK,0.1027744400,6187016.4000000000
2021-02-28,OSTK,OVERSTOCK.COM INC COMMON STOCK USD.0001,0.1026820400,6181453.5900000000
2021-02-28,AUB,ATLANTIC UNION BANKSHARES CO COMMON STOCK USD1.33,0.1025872200,6175745.4700000000
2021-02-28,CATY,CATHAY GENERAL BANCORP COMMON STOCK USD.01,0.1024196500,6165657.8400000000
2021-02-28,MED,MEDIFAST INC COMMON STOCK USD.001,0.1023685800,6162583.4100000000
2021-02-28,ATRC,ATRICURE INC COMMON STOCK USD.001,0.1023015900,6158550.8500000000
2021-02-28,ROCK,GIBRALTAR INDUSTRIES INC COMMON STOCK USD.01,0.1020298200,6142189.9500000000
2021-02-28,CLNY,COLONY CAPITAL INC REIT USD.01,0.1019189800,6135517.6000000000
2021-02-28,SHO,SUNSTONE HOTEL INVESTORS INC REIT USD.01,0.1017662400,6126322.4400000000
2021-02-28,CWST,CASELLA WASTE SYSTEMS INC A COMMON STOCK USD.01,0.1011513000,6089303.3600000000
2021-02-28,WWW,WOLVERINE WORLD WIDE INC COMMON STOCK USD1.0,0.1010746700,6084690.1500000000
2021-02-28,WD,WALKER + DUNLOP INC COMMON STOCK,0.1010374500,6082449.1200000000
2021-02-28,CMD,CANTEL MEDICAL CORP COMMON STOCK USD.1,0.1010208800,6081452.1600000000
2021-02-28,INDB,INDEPENDENT BANK CORP/MA COMMON STOCK USD.01,0.1007413800,6064625.7300000000
2021-02-28,CNX,CNX RESOURCES CORP COMMON STOCK USD.01,0.1005681900,6054199.7100000000
2021-02-28,EXLS,EXLSERVICE HOLDINGS INC COMMON STOCK USD.001,0.1003619300,6041783.3800000000
2021-02-28,RCII,RENT A CENTER INC COMMON STOCK USD.01,0.1003451300,6040771.8400000000
2021-02-28,SKYW,SKYWEST INC COMMON STOCK,0.0997094400,6002503.0800000000
2021-02-28,TEX,TEREX CORP COMMON STOCK USD.01,0.0993314400,5979747.8000000000
2021-02-28,CVBF,CVB FINANCIAL CORP COMMON STOCK,0.0991511400,5968893.9000000000
2021-02-28,AVA,AVISTA CORP COMMON STOCK,0.0990903500,5965233.9200000000
2021-02-28,EDIT,EDITAS MEDICINE INC COMMON STOCK USD.0001,0.0987076700,5942196.6600000000
2021-02-28,ACA,ARCOSA INC COMMON STOCK USD.01,0.0987074600,5942183.8500000000
2021-02-28,XNCR,XENCOR INC COMMON STOCK USD.01,0.0981341400,5907670.0800000000
2021-02-28,LTHM,LIVENT CORP COMMON STOCK USD.001,0.0978942700,5893230.0000000000
2021-02-28,MC,MOELIS + CO   CLASS A COMMON STOCK USD.01,0.0977069100,5881950.9200000000
2021-02-28,MXL,MAXLINEAR INC COMMON STOCK,0.0976823400,5880471.7400000000
2021-02-28,CWT,CALIFORNIA WATER SERVICE GRP COMMON STOCK USD.01,0.0974058000,5863824.4000000000
2021-02-28,YELP,YELP INC COMMON STOCK USD.000001,0.0973683000,5861566.9800000000
2021-02-28,ARVN,ARVINAS INC COMMON STOCK USD.001,0.0969802200,5838204.6000000000
2021-02-28,ESE,ESCO TECHNOLOGIES INC COMMON STOCK USD.01,0.0968619100,5831081.9400000000
2021-02-28,AWR,AMERICAN STATES WATER CO COMMON STOCK,0.0965753400,5813830.3500000000
2021-02-28,CVLT,COMMVAULT SYSTEMS INC COMMON STOCK USD.01,0.0965129200,5810072.9100000000
2021-02-28,SGMS,SCIENTIFIC GAMES CORP COMMON STOCK USD.001,0.0958957800,5772921.4200000000
2021-02-28,APPF,APPFOLIO INC   A COMMON STOCK USD.0001,0.0958836700,5772191.8400000000
2021-02-28,DOOR,MASONITE INTERNATIONAL CORP COMMON STOCK,0.0958064200,5767541.5200000000
2021-02-28,ALTR,ALTAIR ENGINEERING INC   A COMMON STOCK,0.0957725300,5765501.4900000000
2021-02-28,WSFS,WSFS FINANCIAL CORP COMMON STOCK USD.01,0.0955982300,5755008.8600000000
2021-02-28,SPWR,SUNPOWER CORP COMMON STOCK USD.001,0.0953195500,5738232.1800000000
2021-02-28,GPI,GROUP 1 AUTOMOTIVE INC COMMON STOCK USD.01,0.0951560700,5728390.3200000000
2021-02-28,DORM,DORMAN PRODUCTS INC COMMON STOCK USD.01,0.0951270600,5726644.4300000000
2021-02-28,AX,AXOS FINANCIAL INC COMMON STOCK USD.01,0.0948658800,5710921.0200000000
2021-02-28,PDCO,PATTERSON COS INC COMMON STOCK USD.01,0.0944291900,5684632.2600000000
2021-02-28,SWN,SOUTHWESTERN ENERGY CO COMMON STOCK USD.01,0.0939676100,5656845.6000000000
2021-02-28,FLOW,SPX FLOW INC COMMON STOCK USD.01,0.0938964600,5652562.3200000000
2021-02-28,WERN,WERNER ENTERPRISES INC COMMON STOCK USD.01,0.0937011400,5640803.9200000000
2021-02-28,APAM,ARTISAN PARTNERS ASSET MA  A COMMON STOCK USD.01,0.0936816000,5639627.5000000000
2021-02-28,BECN,BEACON ROOFING SUPPLY INC COMMON STOCK USD.01,0.0936523300,5637865.5900000000
2021-02-28,ELY,CALLAWAY GOLF COMPANY COMMON STOCK USD.01,0.0935504000,5631729.3500000000
2021-02-28,SCL,STEPAN CO COMMON STOCK USD1.0,0.0931559200,5607981.5400000000
2021-02-28,SIG,SIGNET JEWELERS LTD COMMON STOCK USD.18,0.0930647000,5602490.1000000000
2021-02-28,BOX,BOX INC   CLASS A COMMON STOCK USD.0001,0.0930601800,5602218.3000000000
2021-02-28,APG,API GROUP CORP COMMON STOCK USD.0001,0.0928454900,5589294.0000000000
2021-02-28,UCBI,UNITED COMMUNITY BANKS/GA COMMON STOCK USD1.0,0.0925367700,5570709.1800000000
2021-02-28,IBTX,INDEPENDENT BANK GROUP INC COMMON STOCK USD.01,0.0925083400,5568997.5900000000
2021-02-28,RLJ,RLJ LODGING TRUST REIT,0.0923880600,5561756.4000000000
2021-02-28,FCFS,FIRSTCASH INC COMMON STOCK USD.01,0.0923294700,5558229.6000000000
2021-02-28,ESGR,ENSTAR GROUP LTD COMMON STOCK USD1.0,0.0915974100,5514159.4200000000
2021-02-28,CCOI,COGENT COMMUNICATIONS HOLDIN COMMON STOCK USD.001,0.0911231900,5485611.6000000000
2021-02-28,FHI,FEDERATED HERMES INC COMMON STOCK,0.0909905500,5477626.7200000000
2021-02-28,SJI,SOUTH JERSEY INDUSTRIES COMMON STOCK USD1.25,0.0908052600,5466472.1100000000
2021-02-28,CADE,CADENCE BANCORP COMMON STOCK,0.0907359700,5462300.8800000000
2021-02-28,BE,BLOOM ENERGY CORP  A COMMON STOCK USD.0001,0.0906818800,5459044.3200000000
2021-02-28,SEAS,SEAWORLD ENTERTAINMENT INC COMMON STOCK USD.01,0.0904909900,5447553.0200000000
2021-02-28,AQUA,EVOQUA WATER TECHNOLOGIES CO COMMON STOCK USD.01,0.0904187000,5443201.4500000000
2021-02-28,PFSI,PENNYMAC FINANCIAL SERVICES COMMON STOCK USD.0001,0.0900828800,5422984.6900000000
2021-02-28,AEL,AMERICAN EQUITY INVT LIFE HL COMMON STOCK USD1.0,0.0898682600,5410064.5200000000
2021-02-28,IBP,INSTALLED BUILDING PRODUCTS COMMON STOCK USD.01,0.0896135100,5394728.8000000000
2021-02-28,ATI,ALLEGHENY TECHNOLOGIES INC COMMON STOCK USD.1,0.0894360900,5384048.2800000000
2021-02-28,BIG,BIG LOTS INC COMMON STOCK USD.01,0.0893539900,5379105.7800000000
2021-02-28,SMPL,SIMPLY GOOD FOODS CO/THE COMMON STOCK USD.0001,0.0890349600,5359899.9900000000
2021-02-28,TSE,TRINSEO SA COMMON STOCK USD.01,0.0887742400,5344204.7700000000
2021-02-28,OMI,OWENS + MINOR INC COMMON STOCK USD2.0,0.0885803100,5332529.9300000000
2021-02-28,BRC,BRADY CORPORATION   CL A COMMON STOCK USD.01,0.0884937500,5327319.2700000000
2021-02-28,B,BARNES GROUP INC COMMON STOCK USD.01,0.0881150400,5304520.8000000000
2021-02-28,IOSP,INNOSPEC INC COMMON STOCK USD.01,0.0880907200,5303056.8500000000
2021-02-28,AVYA,AVAYA HOLDINGS CORP COMMON STOCK USD.001,0.0880534400,5300812.5300000000
2021-02-28,FULT,FULTON FINANCIAL CORP COMMON STOCK USD2.5,0.0879069800,5291995.8000000000
2021-02-28,MIME,MIMECAST LTD COMMON STOCK USD.01,0.0878043500,5285817.6000000000
2021-02-28,CORT,CORCEPT THERAPEUTICS INC COMMON STOCK USD.001,0.0876837500,5278557.4500000000
2021-02-28,LGIH,LGI HOMES INC COMMON STOCK USD.01,0.0872839300,5254488.0000000000
2021-02-28,GDOT,GREEN DOT CORP CLASS A COMMON STOCK USD.001,0.0871971300,5249262.7200000000
2021-02-28,AIN,ALBANY INTL CORP CL A COMMON STOCK USD.001,0.0871047700,5243702.7000000000
2021-02-28,MTX,MINERALS TECHNOLOGIES INC COMMON STOCK USD.1,0.0869716700,5235689.9200000000
2021-02-28,MDRX,ALLSCRIPTS HEALTHCARE SOLUTI COMMON STOCK USD.01,0.0869553000,5234704.6500000000
2021-02-28,SRNE,SORRENTO THERAPEUTICS INC COMMON STOCK USD.0001,0.0867354700,5221471.2200000000
2021-02-28,FLR,FLUOR CORP COMMON STOCK USD.01,0.0866307100,5215164.2400000000
2021-02-28,SFBS,SERVISFIRST BANCSHARES INC COMMON STOCK USD.001,0.0865720100,5211630.4800000000
2021-02-28,NSA,NATIONAL STORAGE AFFILIATES REIT USD.01,0.0865352200,5209415.7000000000
2021-02-28,EPRT,ESSENTIAL PROPERTIES REALTY REIT USD.01,0.0864774900,5205940.8000000000
2021-02-28,PLXS,PLEXUS CORP COMMON STOCK USD.01,0.0863488100,5198194.0400000000
2021-02-28,CNK,CINEMARK HOLDINGS INC COMMON STOCK USD.001,0.0859940100,5176835.3000000000
2021-02-28,TPH,TRI POINTE HOMES INC COMMON STOCK USD.01,0.0859864300,5176379.0000000000
2021-02-28,SPXC,SPX CORP COMMON STOCK USD.01,0.0856308300,5154971.8800000000
2021-02-28,AMKR,AMKOR TECHNOLOGY INC COMMON STOCK USD.001,0.0855977000,5152977.4400000000
2021-02-28,AVAV,AEROVIRONMENT INC COMMON STOCK USD.0001,0.0854016700,5141176.3200000000
2021-02-28,HTH,HILLTOP HOLDINGS INC COMMON STOCK USD.01,0.0853332800,5137059.2000000000
2021-02-28,NOVA,SUNNOVA ENERGY INTERNATIONAL COMMON STOCK USD.001,0.0853115200,5135749.4000000000
2021-02-28,COOP,MR COOPER GROUP INC COMMON STOCK USD.01,0.0852556900,5132388.4000000000
2021-02-28,RMBS,RAMBUS INC COMMON STOCK USD.001,0.0852186000,5130155.4800000000
2021-02-28,JJSF,J + J SNACK FOODS CORP COMMON STOCK,0.0851977600,5128900.5600000000
2021-02-28,ITCI,INTRA CELLULAR THERAPIES INC COMMON STOCK USD.0001,0.0842763900,5073434.2800000000
2021-02-28,DY,DYCOM INDUSTRIES INC COMMON STOCK USD.333,0.0842393400,5071204.1800000000
2021-02-28,FWRD,FORWARD AIR CORP COMMON STOCK USD.01,0.0841672300,5066862.7500000000
2021-02-28,URBN,URBAN OUTFITTERS INC COMMON STOCK USD.0001,0.0839583200,5054286.6000000000
2021-02-28,EVTC,EVERTEC INC COMMON STOCK USD.01,0.0839407100,5053226.7000000000
2021-02-28,WOR,WORTHINGTON INDUSTRIES COMMON STOCK,0.0836524600,5035873.6900000000
2021-02-28,CAKE,CHEESECAKE FACTORY INC/THE COMMON STOCK USD.01,0.0835998300,5032705.6500000000
2021-02-28,SKY,SKYLINE CHAMPION CORP COMMON STOCK USD.028,0.0834127900,5021445.7500000000
2021-02-28,IBOC,INTERNATIONAL BANCSHARES CRP COMMON STOCK USD1.0,0.0833631100,5018454.9000000000
2021-02-28,MGEE,MGE ENERGY INC COMMON STOCK USD1.0,0.0831603100,5006246.7000000000
2021-02-28,JACK,JACK IN THE BOX INC COMMON STOCK USD.01,0.0831347900,5004710.3000000000
2021-02-28,THRM,GENTHERM INC COMMON STOCK,0.0830242700,4998057.1600000000
2021-02-28,MOG.A,MOOG INC CLASS A COMMON STOCK USD1.0,0.0828047200,4984840.0800000000
2021-02-28,MTDR,MATADOR RESOURCES CO COMMON STOCK USD.01,0.0826398000,4974911.7200000000
2021-02-28,UNIT,UNITI GROUP INC REIT USD.0001,0.0824663300,4964469.1200000000
2021-02-28,SVMK,SVMK INC COMMON STOCK USD.00001,0.0820134400,4937204.7200000000
2021-02-28,EGOV,NIC INC COMMON STOCK,0.0818879900,4929653.0400000000
2021-02-28,SANM,SANMINA CORP COMMON STOCK USD.01,0.0818136500,4925177.4000000000
2021-02-28,WAFD,WASHINGTON FEDERAL INC COMMON STOCK USD1.0,0.0817471800,4921175.9000000000
2021-02-28,NAVI,NAVIENT CORP COMMON STOCK USD.01,0.0816796900,4917113.1600000000
2021-02-28,CARG,CARGURUS INC COMMON STOCK USD.001,0.0816279100,4913995.8000000000
2021-02-28,MLI,MUELLER INDUSTRIES INC COMMON STOCK USD.01,0.0814596400,4903866.2400000000
2021-02-28,FRME,FIRST MERCHANTS CORP COMMON STOCK,0.0814436500,4902903.8500000000
2021-02-28,KW,KENNEDY WILSON HOLDINGS INC COMMON STOCK USD.0001,0.0812607800,4891895.1200000000
2021-02-28,MLHR,HERMAN MILLER INC COMMON STOCK USD.2,0.0811928900,4887807.7800000000
2021-02-28,XHR,XENIA HOTELS + RESORTS INC REIT USD.01,0.0810971800,4882045.9300000000
2021-02-28,FBP,FIRST BANCORP PUERTO RICO COMMON STOCK USD.1,0.0809992500,4876150.6200000000
2021-02-28,FMBI,FIRST MIDWEST BANCORP INC/IL COMMON STOCK USD.01,0.0809623700,4873930.4600000000
2021-02-28,RPAI,RETAIL PROPERTIES OF AME   A REIT USD.001,0.0809304600,4872009.8700000000
2021-02-28,CWEN,CLEARWAY ENERGY INC C COMMON STOCK,0.0808419400,4866680.8800000000
2021-02-28,MGLN,MAGELLAN HEALTH INC COMMON STOCK USD.01,0.0802661200,4832016.2800000000
2021-02-28,PRMW,PRIMO WATER CORP COMMON STOCK,0.0799944000,4815658.5500000000
2021-02-28,FIX,COMFORT SYSTEMS USA INC COMMON STOCK USD.01,0.0797473000,4800783.5800000000
2021-02-28,CIM,CHIMERA INVESTMENT CORP REIT USD.01,0.0795200600,4787103.5800000000
2021-02-28,XPER,XPERI HOLDING CORP COMMON STOCK,0.0790535600,4759020.6000000000
2021-02-28,NAV,NAVISTAR INTERNATIONAL CORP COMMON STOCK USD.1,0.0788177000,4744821.4000000000
2021-02-28,VCEL,VERICEL CORP COMMON STOCK,0.0787502000,4740758.0400000000
2021-02-28,STRA,STRATEGIC EDUCATION INC COMMON STOCK USD.01,0.0786851300,4736841.0800000000
2021-02-28,PSMT,PRICESMART INC COMMON STOCK USD.0001,0.0786580800,4735212.7500000000
2021-02-28,AVNS,AVANOS MEDICAL INC COMMON STOCK USD.01,0.0784960200,4725456.5600000000
2021-02-28,AR,ANTERO RESOURCES CORP COMMON STOCK USD.01,0.0784486700,4722606.0000000000
2021-02-28,CUB,CUBIC CORP COMMON STOCK,0.0782097600,4708223.8500000000
2021-02-28,CDE,COEUR MINING INC COMMON STOCK USD.01,0.0781960900,4707400.6400000000
2021-02-28,ARNC,ARCONIC CORP COMMON STOCK USD.01,0.0781922000,4707166.5600000000
2021-02-28,KTB,KONTOOR BRANDS INC COMMON STOCK,0.0781766000,4706227.5000000000
2021-02-28,FSS,FEDERAL SIGNAL CORP COMMON STOCK USD1.0,0.0781285500,4703334.5700000000
2021-02-28,BLMN,BLOOMIN  BRANDS INC COMMON STOCK USD.01,0.0780967000,4701417.1200000000
2021-02-28,FFBC,FIRST FINANCIAL BANCORP COMMON STOCK,0.0779450600,4692288.7100000000
2021-02-28,MYGN,MYRIAD GENETICS INC COMMON STOCK USD.01,0.0777657700,4681495.5800000000
2021-02-28,WGO,WINNEBAGO INDUSTRIES COMMON STOCK USD.5,0.0777289300,4679277.6000000000
2021-02-28,CMP,COMPASS MINERALS INTERNATION COMMON STOCK USD.01,0.0773083700,4653960.0300000000
2021-02-28,PDM,PIEDMONT OFFICE REALTY TRU A REIT USD.01,0.0772045000,4647706.9800000000
2021-02-28,RNST,RENASANT CORP COMMON STOCK USD5.0,0.0767383100,4619642.2400000000
2021-02-28,LGND,LIGAND PHARMACEUTICALS COMMON STOCK USD.001,0.0766140500,4612161.7400000000
2021-02-28,HRI,HERC HOLDINGS INC COMMON STOCK USD.01,0.0765305700,4607136.7200000000
2021-02-28,SHEN,SHENANDOAH TELECOMMUNICATION COMMON STOCK,0.0765222300,4606634.5000000000
2021-02-28,HCSG,HEALTHCARE SERVICES GROUP COMMON STOCK USD.01,0.0761231900,4582612.2000000000
2021-02-28,MANT,MANTECH INTERNATIONAL CORP A COMMON STOCK USD.01,0.0760541600,4578456.4800000000
2021-02-28,CTRE,CARETRUST REIT INC REIT USD.01,0.0760096700,4575778.3600000000
2021-02-28,CELH,CELSIUS HOLDINGS INC COMMON STOCK USD.001,0.0759433300,4571784.9400000000
2021-02-28,MTOR,MERITOR INC COMMON STOCK USD1.0,0.0756203500,4552341.5200000000
2021-02-28,SVC,SERVICE PROPERTIES TRUST REIT USD.01,0.0754775100,4543742.1600000000
2021-02-28,BIPC,BROOKFIELD INFRASTRUCTURE A COMMON STOCK,0.0754292600,4540837.8400000000
2021-02-28,WSBC,WESBANCO INC COMMON STOCK USD2.0833,0.0754060400,4539439.5600000000
2021-02-28,PBH,PRESTIGE CONSUMER HEALTHCARE COMMON STOCK USD.01,0.0752291100,4528788.3800000000
2021-02-28,FBC,FLAGSTAR BANCORP INC COMMON STOCK USD.01,0.0749033100,4509175.5800000000
2021-02-28,WBT,WELBILT INC COMMON STOCK USD.01,0.0746720500,4495253.9000000000
2021-02-28,CALX,CALIX INC COMMON STOCK,0.0744967600,4484701.0800000000
2021-02-28,CYRX,CRYOPORT INC COMMON STOCK USD.001,0.0743869500,4478090.7200000000
2021-02-28,SWTX,SPRINGWORKS THERAPEUTICS INC COMMON STOCK USD.0001,0.0741731600,4465220.5500000000
2021-02-28,RRC,RANGE RESOURCES CORP COMMON STOCK USD.01,0.0739995500,4454769.3200000000
2021-02-28,ATGE,ADTALEM GLOBAL EDUCATION INC COMMON STOCK USD.01,0.0732756300,4411189.2000000000
2021-02-28,MNRO,MONRO INC COMMON STOCK USD.01,0.0732697700,4410836.4600000000
2021-02-28,SITC,SITE CENTERS CORP REIT USD.1,0.0732375500,4408896.6800000000
2021-02-28,PHR,PHREESIA INC COMMON STOCK USD.01,0.0729771000,4393217.5000000000
2021-02-28,UFS,DOMTAR CORP COMMON STOCK USD.01,0.0729596300,4392166.3500000000
2021-02-28,HLIO,HELIOS TECHNOLOGIES INC COMMON STOCK USD.001,0.0728059000,4382911.8000000000
2021-02-28,RIG,TRANSOCEAN LTD COMMON STOCK CHF.1,0.0727189800,4377679.1300000000
2021-02-28,MWA,MUELLER WATER PRODUCTS INC A COMMON STOCK USD.01,0.0725701200,4368717.4700000000
2021-02-28,DRH,DIAMONDROCK HOSPITALITY CO REIT USD.01,0.0724374100,4360728.2400000000
2021-02-28,JELD,JELD WEN HOLDING INC COMMON STOCK USD.01,0.0721598900,4344021.5000000000
2021-02-28,ODP,ODP CORP/THE COMMON STOCK USD.01,0.0716698500,4314521.5300000000
2021-02-28,SI,SILVERGATE CAPITAL CORP CL A COMMON STOCK,0.0716286000,4312038.2400000000
2021-02-28,TTGT,TECHTARGET COMMON STOCK USD.001,0.0715259400,4305857.8100000000
2021-02-28,NTCT,NETSCOUT SYSTEMS INC COMMON STOCK USD.001,0.0715246300,4305779.3800000000
2021-02-28,FCPT,FOUR CORNERS PROPERTY TRUST REIT USD.0001,0.0715086600,4304817.7200000000
2021-02-28,EPAY,BOTTOMLINE TECHNOLOGIES (DE) COMMON STOCK USD.001,0.0714621400,4302017.2800000000
2021-02-28,KAI,KADANT INC COMMON STOCK USD.01,0.0712475700,4289100.0000000000
2021-02-28,RRR,RED ROCK RESORTS INC CLASS A COMMON STOCK USD.01,0.0711947400,4285920.0300000000
2021-02-28,NG,NOVAGOLD RESOURCES INC COMMON STOCK,0.0711804800,4285061.3500000000
2021-02-28,TWO,TWO HARBORS INVESTMENT CORP REIT CNY1.0,0.0708700000,4266370.2000000000
2021-02-28,KRTX,KARUNA THERAPEUTICS INC COMMON STOCK USD.00001,0.0707021000,4256262.5600000000
2021-02-28,IDCC,INTERDIGITAL INC COMMON STOCK USD.01,0.0700302200,4215815.9900000000
2021-02-28,BDC,BELDEN INC COMMON STOCK USD.01,0.0700185600,4215114.0300000000
2021-02-28,BCC,BOISE CASCADE CO COMMON STOCK USD.01,0.0699674900,4212039.4800000000
2021-02-28,INT,WORLD FUEL SERVICES CORP COMMON STOCK USD.01,0.0696543700,4193189.2800000000
2021-02-28,MAC,MACERICH CO/THE REIT USD.01,0.0695103000,4184516.6800000000
2021-02-28,CVCO,CAVCO INDUSTRIES INC COMMON STOCK USD.01,0.0694777400,4182556.2100000000
2021-02-28,BGS,B+G FOODS INC COMMON STOCK USD.01,0.0693751500,4176380.3400000000
2021-02-28,CRS,CARPENTER TECHNOLOGY COMMON STOCK USD5.0,0.0692402600,4168259.9000000000
2021-02-28,TOWN,TOWNE BANK COMMON STOCK USD1.667,0.0692050400,4166139.8800000000
2021-02-28,SSTK,SHUTTERSTOCK INC COMMON STOCK USD.01,0.0691448200,4162514.9400000000
2021-02-28,ABR,ARBOR REALTY TRUST INC REIT USD.01,0.0689728700,4152163.6000000000
2021-02-28,UE,URBAN EDGE PROPERTIES REIT USD.01,0.0686534900,4132936.5000000000
2021-02-28,PRGS,PROGRESS SOFTWARE CORP COMMON STOCK USD.01,0.0685827300,4128677.1600000000
2021-02-28,VRRM,VERRA MOBILITY CORP COMMON STOCK USD.0001,0.0683399300,4114060.5000000000
2021-02-28,VGR,VECTOR GROUP LTD COMMON STOCK USD.1,0.0683237500,4113086.2500000000
2021-02-28,BCRX,BIOCRYST PHARMACEUTICALS INC COMMON STOCK USD.01,0.0682372800,4107880.7000000000
2021-02-28,RCKT,ROCKET PHARMACEUTICALS INC COMMON STOCK USD.01,0.0680929400,4099191.7400000000
2021-02-28,LZB,LA Z BOY INC COMMON STOCK USD1.0,0.0680741300,4098059.3600000000
2021-02-28,TRMK,TRUSTMARK CORP COMMON STOCK,0.0678780900,4086257.7600000000
2021-02-28,SPT,SPROUT SOCIAL INC   CLASS A COMMON STOCK USD.0001,0.0678740900,4086016.5500000000
2021-02-28,VICR,VICOR CORP COMMON STOCK USD.01,0.0677847400,4080637.6800000000
2021-02-28,HUBG,HUB GROUP INC CL A COMMON STOCK USD.01,0.0675561300,4066875.4000000000
2021-02-28,NMIH,NMI HOLDINGS INC CLASS A COMMON STOCK USD.01,0.0674013600,4057558.5600000000
2021-02-28,CGNT,COGNYTE SOFTWARE LTD COMMON STOCK,0.0671861100,4044600.3900000000
2021-02-28,ARI,APOLLO COMMERCIAL REAL ESTAT REIT USD.01,0.0671331000,4041409.2600000000
2021-02-28,MGRC,MCGRATH RENTCORP COMMON STOCK,0.0670663000,4037388.0800000000
2021-02-28,ALLO,ALLOGENE THERAPEUTICS INC COMMON STOCK USD.001,0.0670468600,4036217.6400000000
2021-02-28,AMCX,AMC NETWORKS INC A COMMON STOCK,0.0669410800,4029849.6000000000
2021-02-28,AXSM,AXSOME THERAPEUTICS INC COMMON STOCK USD.0001,0.0668800300,4026174.5600000000
2021-02-28,PMT,PENNYMAC MORTGAGE INVESTMENT REIT USD.01,0.0667253000,4016859.5600000000
2021-02-28,PRO,PROS HOLDINGS INC COMMON STOCK USD.001,0.0667183100,4016439.0000000000
2021-02-28,UCTT,ULTRA CLEAN HOLDINGS INC COMMON STOCK USD.001,0.0666555100,4012658.4600000000
2021-02-28,SBCF,SEACOAST BANKING CORP/FL COMMON STOCK USD.1,0.0665475700,4006160.1500000000
2021-02-28,WRE,WASHINGTON REIT REIT USD.01,0.0665257100,4004844.2000000000
2021-02-28,PIPR,PIPER SANDLER COS COMMON STOCK USD.01,0.0663705800,3995505.6000000000
2021-02-28,VSTO,VISTA OUTDOOR INC COMMON STOCK USD.01,0.0660450000,3975905.8000000000
2021-02-28,KN,KNOWLES CORP COMMON STOCK USD.01,0.0659737700,3971617.6500000000
2021-02-28,INOV,INOVALON HOLDINGS INC   A COMMON STOCK USD.000005,0.0659583400,3970688.8800000000
2021-02-28,,US DOLLAR,0.0657711000,3959416.8700000000
2021-02-28,OI,O I GLASS INC COMMON STOCK,0.0657539900,3958387.0400000000
2021-02-28,FIBK,FIRST INTERSTATE BANCSYS A COMMON STOCK,0.0657240000,3956581.6200000000
2021-02-28,ROIC,RETAIL OPPORTUNITY INVESTMEN REIT USD.0001,0.0655984200,3949021.8000000000
